Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0301,standard SUV,10,100,78,89,10,Elite,89.0,89.0
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0302,standard SUV,10,99,77,88,10,Elite,88.0,88.0
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0302,standard SUV,10,99,77,88,10,Elite,88.0,88.0
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6213,small SUV,6,53,45,49,8,Yes,65.33333333333333,65.37333333333326
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6213,small SUV,6,53,45,49,8,Yes,65.33333333333333,65.37333333333326
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0200,small SUV,10,126,101,113,10,Elite,113.0,113.0
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0200,small SUV,10,126,101,113,10,Elite,113.0,113.0
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6213,small SUV,6,53,54,53,8,Yes,70.66666666666667,69.44000000000005
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6213,small SUV,6,53,54,53,8,Yes,70.66666666666667,69.44000000000005
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.622T,small SUV,6,49/113,47/102,48,10,Yes,80.0,68.51047619047611
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.622T,small SUV,6,49/113,47/102,48,10,Yes,80.0,68.51047619047611
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6J2T,small SUV,6,33/77,34/71,33,9,Yes,49.5,49.06285714285714
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6J2T,small SUV,6,33/77,34/71,33,9,Yes,49.5,49.06285714285714
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SKMXT01.6P2T,small SUV,6,36/88,35/79,35,9,Yes,52.5,52.025
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SKMXT01.6P2T,small SUV,6,36/88,35/79,35,9,Yes,52.5,52.025
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21,9,Yes,31.5,31.545
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21,9,Yes,31.5,31.545
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21,9,Yes,31.5,31.545
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21,9,Yes,31.5,31.545
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,STYXT02.5P3W,small SUV,6,38/93,33/75,36,9,Yes,54.0,51.40285714285714
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,STYXT02.5P3W,small SUV,6,38/93,33/75,36,9,Yes,54.0,51.40285714285714
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,129,126,128,10,Elite,128.0,128.36
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,129,126,128,10,Elite,128.0,128.36
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,129,126,128,10,Elite,128.0,128.36
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,122,117,120,10,Elite,120.0,120.0
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,122,117,120,10,Elite,120.0,120.0
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,122,117,120,10,Elite,120.0,120.0
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,114,109,112,10,Elite,112.0,112.0
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,114,109,112,10,Elite,112.0,112.0
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,114,109,112,10,Elite,112.0,112.0
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0NR1,large car,10,149,142,146,10,Elite,146.0,145.5
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0NR1,large car,10,149,142,146,10,Elite,146.0,145.5
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0NR1,large car,10,132,125,129,10,Elite,129.0,128.99
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0NR1,large car,10,132,125,129,10,Elite,129.0,128.99
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0GJ3,large car,10,108,101,105,10,Elite,105.0,105.0
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0GJ3,large car,10,108,101,105,10,Elite,105.0,105.0
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,133,130,132,10,Elite,132.0,132.0
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,133,130,132,10,Elite,132.0,132.0
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,133,130,132,10,Elite,132.0,132.0
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,124,119,121,10,Elite,121.0,121.0
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,124,119,121,10,Elite,121.0,121.0
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,124,119,121,10,Elite,121.0,121.0
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,119,113,116,10,Elite,116.0,116.0
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,119,113,116,10,Elite,116.0,116.0
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,119,113,116,10,Elite,116.0,116.0
"MASERATI Grecale Folgore (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMAXT00.0182,small SUV,10,80,70,75,10,Elite,75.0,75.0
"MASERATI Grecale Folgore (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMAXT00.0182,small SUV,10,80,70,75,10,Elite,75.0,75.0
"MASERATI Grecale Folgore (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMAXT00.0182,small SUV,10,65,59,62,10,Elite,62.0,61.65
"MASERATI Grecale Folgore (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMAXT00.0182,small SUV,10,65,59,62,10,Elite,62.0,61.65
MAZDA CX-70,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25,8,Yes,33.333333333333336,33.32000000000004
MAZDA CX-70,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25,8,Yes,33.333333333333336,33.32000000000004
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25,8,Yes,33.333333333333336,33.32000000000004
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25,8,Yes,33.333333333333336,33.32000000000004
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED3,midsize car,10,69,71,70,10,Elite,70.0,70.0
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED3,standard SUV,10,76,72,74,10,Elite,74.0,74.0
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED3,midsize car,10,69,71,70,10,Elite,70.0,70.0
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED3,standard SUV,10,76,72,74,10,Elite,74.0,74.0
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,large car,10,76,81,78,10,Elite,78.0,78.0
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,large car,10,76,81,78,10,Elite,78.0,78.0
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,midsize car,10,87,85,86,10,Elite,86.0,86.0
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,standard SUV,10,84,78,81,10,Elite,81.0,81.0
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,midsize car,10,87,85,86,10,Elite,86.0,86.0
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,standard SUV,10,84,78,81,10,Elite,81.0,81.0
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED1,station wagon,10,98,87,93,10,Elite,93.0,93.0
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED1,station wagon,10,98,87,93,10,Elite,93.0,93.0
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,midsize car,10,85,84,85,10,Elite,85.0,85.0
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,station wagon,10,83,78,81,10,Elite,81.0,81.0
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,midsize car,10,85,84,85,10,Elite,85.0,85.0
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,station wagon,10,83,78,81,10,Elite,81.0,81.0
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,large car,10,91,93,92,10,Elite,92.0,92.0
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,standard SUV,10,80,78,79,10,Elite,79.0,79.0
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,large car,10,91,93,92,10,Elite,92.0,92.0
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,standard SUV,10,80,78,79,10,Elite,79.0,79.0
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED1,large car,10,98,98,98,10,Elite,98.0,98.0
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED1,standard SUV,10,84,79,82,10,Elite,82.0,82.0
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED1,large car,10,98,98,98,10,Elite,98.0,98.0
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED1,standard SUV,10,84,79,82,10,Elite,82.0,82.0
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,large car,10,93,93,93,10,Elite,93.0,93.0
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,standard SUV,10,82,78,80,10,Elite,80.0,80.0
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,large car,10,93,93,93,10,Elite,93.0,93.0
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,standard SUV,10,82,78,80,10,Elite,80.0,80.0
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,standard SUV,10,76,76,76,10,Elite,76.0,76.0
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,standard SUV,10,76,76,76,10,Elite,76.0,76.0
MERCEDES-BENZ GLC 350e 4Matic EQ Hybrid,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SMBXT02.0HY2,small SUV,6,23/60,28/70,25,9,Yes,37.5,37.36833333333333
MERCEDES-BENZ GLC 350e 4Matic EQ Hybrid,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SMBXT02.0HY2,small SUV,6,23/60,28/70,25,9,Yes,37.5,37.36833333333333
MERCEDES-BENZ GLE 450e 4MATIC,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SMBXT02.0HY2,standard SUV,6,21/57,26/63,23,9,Yes,34.5,34.188333333333325
MERCEDES-BENZ GLE 450e 4MATIC,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SMBXT02.0HY2,standard SUV,6,21/57,26/63,23,9,Yes,34.5,34.188333333333325
"MINI Countryman SE All4 (18"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0U2X,small SUV,10,99,94,96,10,Elite,96.0,96.0
"MINI Countryman SE All4 (18"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0U2X,small SUV,10,99,94,96,10,Elite,96.0,96.0
"MINI Countryman SE All4 (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0U2X,small SUV,10,94,88,91,10,Elite,91.0,91.0
"MINI Countryman SE All4 (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0U2X,small SUV,10,94,88,91,10,Elite,91.0,91.0
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SMTXT02.4H3M,standard SUV,6,25/67,27/61,26,9,Yes,39.0,38.79
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SMTXT02.4H3M,standard SUV,6,25/67,27/61,26,9,Yes,39.0,38.79
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SNSXV0000TL2,midsize car,10,123,99,111,10,Elite,111.0,111.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SNSXV0000TL2,midsize car,10,123,99,111,10,Elite,111.0,111.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SNSXV0000TS4,midsize car,10,121,98,109,10,Elite,109.0,109.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SNSXV0000TS4,midsize car,10,121,98,109,10,Elite,109.0,109.0
POLESTAR 2 Dual Motor (19 Inch Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0A,midsize car,10,105,95,101,10,Elite,101.0,101.0
POLESTAR 2 Dual Motor (19 Inch Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0A,midsize car,10,105,95,101,10,Elite,101.0,101.0
POLESTAR 2 Dual Motor (20 Inch Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0A,midsize car,10,101,92,97,10,Elite,97.0,97.0
POLESTAR 2 Dual Motor (20 Inch Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0A,midsize car,10,101,92,97,10,Elite,97.0,97.0
POLESTAR 2 Dual Motor Performance Pack,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0A,midsize car,10,95,87,91,10,Elite,91.0,91.0
POLESTAR 2 Dual Motor Performance Pack,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVVXV00.0Z0A,midsize car,10,95,87,91,10,Elite,91.0,91.0
POLESTAR 2 Single Motor (19 Inch Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVVXV00.0Z0B,midsize car,10,123,104,114,10,Elite,114.0,114.0
