Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
RIVIAN R1T 21in Performance Dual Large,,,Auto-1,4WD,Electricity,FA,pickup,10,82,74,78,10,Elite
RIVIAN R1T 21in Performance Dual Large,,,Auto-1,4WD,Electricity,CA,pickup,10,82,74,78,10,Elite
RIVIAN R1T 21in Performance Dual Max,,,Auto-1,4WD,Electricity,FA,pickup,10,91,77,84,10,Elite
RIVIAN R1T 21in Performance Dual Max,,,Auto-1,4WD,Electricity,CA,pickup,10,91,77,84,10,Elite
RIVIAN R1T 22in,,,Auto-1,4WD,Electricity,FA,pickup,10,73,63,68,10,Elite
RIVIAN R1T 22in,,,Auto-1,4WD,Electricity,CA,pickup,10,73,63,68,10,Elite
RIVIAN R1T 22in Dual Large,,,Auto-1,4WD,Electricity,FA,pickup,10,80,71,76,10,Elite
RIVIAN R1T 22in Dual Large,,,Auto-1,4WD,Electricity,CA,pickup,10,80,71,76,10,Elite
RIVIAN R1T 22in Dual Max,,,Auto-1,4WD,Electricity,FA,pickup,10,84,72,78,10,Elite
RIVIAN R1T 22in Dual Max,,,Auto-1,4WD,Electricity,CA,pickup,10,84,72,78,10,Elite
RIVIAN R1T 22in Performance Dual Large,,,Auto-1,4WD,Electricity,FA,pickup,10,80,71,76,10,Elite
RIVIAN R1T 22in Performance Dual Large,,,Auto-1,4WD,Electricity,CA,pickup,10,80,71,76,10,Elite
RIVIAN R1T 22in Performance Dual Max,,,Auto-1,4WD,Electricity,FA,pickup,10,84,72,78,10,Elite
RIVIAN R1T 22in Performance Dual Max,,,Auto-1,4WD,Electricity,CA,pickup,10,84,72,78,10,Elite
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline/Electricity,CA,small SUV,7,36/99,35/80,35/90,9,Yes
SUBARU Solterra,,,Auto-1,4WD,Electricity,FA,small SUV,10,114,94,104,10,Elite
SUBARU Solterra,,,Auto-1,4WD,Electricity,CA,small SUV,10,114,94,104,10,Elite
SUBARU Solterra Limited / Touring,,,Auto-1,4WD,Electricity,FA,small SUV,10,111,93,102,10,Elite
SUBARU Solterra Limited / Touring,,,Auto-1,4WD,Electricity,CA,small SUV,10,111,93,102,10,Elite
TESLA Model 3,,,Auto-1,2WD,Electricity,FA,midsize car,10,138,126,132,10,Elite
TESLA Model 3,,,Auto-1,2WD,Electricity,CA,midsize car,10,138,126,132,10,Elite
TESLA Model 3 Long Range,,,Auto-1,4WD,Electricity,FA,midsize car,10,131,121,126,10,Elite
TESLA Model 3 Long Range,,,Auto-1,4WD,Electricity,CA,midsize car,10,131,121,126,10,Elite
TESLA Model 3 Performance,,,Auto-1,4WD,Electricity,FA,midsize car,10,118,107,113,10,Elite
TESLA Model 3 Performance,,,Auto-1,4WD,Electricity,CA,midsize car,10,118,107,113,10,Elite
TESLA Model S,,,Auto-1,4WD,Electricity,FA,large car,10,124,115,120,10,Elite
TESLA Model S,,,Auto-1,4WD,Electricity,CA,large car,10,124,115,120,10,Elite
TESLA Model X,,,Auto-1,4WD,Electricity,FA,standard SUV,10,107,97,102,10,Elite
TESLA Model X,,,Auto-1,4WD,Electricity,CA,standard SUV,10,107,97,102,10,Elite
"TESLA Model X Plaid (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,103,93,98,10,Elite
"TESLA Model X Plaid (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,103,93,98,10,Elite
"TESLA Model X Plaid (22"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,94,88,91,10,Elite
"TESLA Model X Plaid (22"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,94,88,91,10,Elite
TESLA Model Y,,,Auto-1,2WD,Electricity,FA,small SUV,10,127,113,120,10,Elite
TESLA Model Y,,,Auto-1,2WD,Electricity,CA,small SUV,10,127,113,120,10,Elite
TESLA Model Y,,,Auto-1,4WD,Electricity,FA,small SUV,10,129,116,123,10,Elite
TESLA Model Y,,,Auto-1,4WD,Electricity,CA,small SUV,10,129,116,123,10,Elite
TESLA Model Y Long Range,,,Auto-1,4WD,Electricity,FA,small SUV,10,127,117,122,10,Elite
TESLA Model Y Long Range,,,Auto-1,4WD,Electricity,CA,small SUV,10,127,117,122,10,Elite
TESLA Model Y Performance,,,Auto-1,4WD,Electricity,FA,small SUV,10,115,106,111,10,Elite
TESLA Model Y Performance,,,Auto-1,4WD,Electricity,CA,small SUV,10,115,106,111,10,Elite
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,51,53,52,9,Yes
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,51,53,52,9,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,44,47,46,8,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,44,47,46,8,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,31,40,34,7,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,32,41,35,7,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,31,40,34,7,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,32,41,35,7,Yes
TOYOTA Corolla Cross Hybrid,2.0,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,45,38,42,8,Yes
TOYOTA Corolla Cross Hybrid,2.0,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,45,38,42,8,Yes
TOYOTA Corolla Hatchback,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,32,41,35,7,Yes
TOYOTA Corolla Hatchback,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,32,41,35,7,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,CA,small car,7,50,43,47,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,CA,small car,7,53,46,50,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,FA,small car,7,50,43,47,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,FA,small car,7,53,46,50,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,CA,small car,7,47,41,44,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,CA,small car,7,51,44,48,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,FA,small car,7,47,41,44,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,FA,small car,7,51,44,48,8,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,CA,small SUV,7,36,35,36,7,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,FA,small SUV,7,36,35,36,7,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,CA,standard SUV,7,35,35,35,7,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,FA,standard SUV,7,35,35,35,7,Yes
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,SCV-6,4WD,Gasoline,CA,standard SUV,7,35,34,35,7,Yes
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,SCV-6,4WD,Gasoline,FA,standard SUV,7,35,34,35,7,Yes
TOYOTA Mirai LE,,,CVT,2WD,Hydrogen,FA,small car,10,76,71,74,10,Elite
TOYOTA Mirai LE,,,CVT,2WD,Hydrogen,CA,small car,10,76,71,74,10,Elite
TOYOTA Mirai Limited,,,CVT,2WD,Hydrogen,FA,small car,10,67,64,65,10,Elite
TOYOTA Mirai Limited,,,CVT,2WD,Hydrogen,CA,small car,10,67,64,65,10,Elite
TOYOTA Mirai XLE,,,CVT,2WD,Hydrogen,FA,small car,10,76,71,74,10,Elite
TOYOTA Mirai XLE,,,CVT,2WD,Hydrogen,CA,small car,10,76,71,74,10,Elite
TOYOTA Prius,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,57,56,57,9,Yes
TOYOTA Prius,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,57,56,57,9,Yes
TOYOTA Prius,2.0,4.0,CVT,4WD,Gasoline,CA,midsize car,7,53,54,54,9,Yes
TOYOTA Prius,2.0,4.0,CVT,4WD,Gasoline,FA,midsize car,7,53,54,54,9,Yes
TOYOTA Prius Prime,2.0,4.0,CVT,2WD,Gasoline/Electricity,CA,midsize car,7,50/125,47/103,48/114,10,Yes
TOYOTA Prius Prime,2.0,4.0,CVT,2WD,Gasoline/Electricity,FA,midsize car,7,50/125,47/103,48/114,10,Yes
TOYOTA Prius Prime SE,2.0,4.0,CVT,2WD,Gasoline/Electricity,CA,midsize car,7,53/140,51/115,52/127,10,Yes
TOYOTA Prius Prime SE,2.0,4.0,CVT,2WD,Gasoline/Electricity,FA,midsize car,7,53/140,51/115,52/127,10,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,52,52,52,9,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,52,52,52,9,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,4WD,Gasoline,CA,midsize car,7,49,50,49,8,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,4WD,Gasoline,FA,midsize car,7,49,50,49,8,Yes
TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,41,38,40,7,Yes
TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,41,38,40,7,Yes
TOYOTA RAV4 Hybrid Woodland Edition,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,38,35,37,7,Yes
TOYOTA RAV4 Hybrid Woodland Edition,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,38,35,37,7,Yes
TOYOTA RAV4 PRIME,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA RAV4 PRIME,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,2WD,Gasoline,CA,minivan,7,36,36,36,7,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,2WD,Gasoline,FA,minivan,7,36,36,36,7,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,4WD,Gasoline,CA,minivan,7,35,36,35,7,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,4WD,Gasoline,FA,minivan,7,35,36,35,7,Yes
TOYOTA Toyota Crown,2.5,4.0,CVT,4WD,Gasoline,CA,midsize car,7,42,41,41,8,Yes
TOYOTA Toyota Crown,2.5,4.0,CVT,4WD,Gasoline,FA,midsize car,7,42,41,41,8,Yes
TOYOTA Venza,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,40,37,39,7,Yes
TOYOTA Venza,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,40,37,39,7,Yes
TOYOTA bZ4X,,,Auto-1,2WD,Electricity,FA,small SUV,10,131,107,119,10,Elite
TOYOTA bZ4X,,,Auto-1,2WD,Electricity,CA,small SUV,10,131,107,119,10,Elite
TOYOTA bZ4X,,,Auto-1,4WD,Electricity,FA,small SUV,10,114,94,104,10,Elite
TOYOTA bZ4X,,,Auto-1,4WD,Electricity,CA,small SUV,10,114,94,104,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,2WD,Electricity,FA,small SUV,10,125,103,114,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,2WD,Electricity,CA,small SUV,10,125,103,114,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,4WD,Electricity,FA,small SUV,10,112,92,102,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,4WD,Electricity,CA,small SUV,10,112,92,102,10,Elite
VINFAST VF 8 Eco,,,Auto-1,4WD,Electricity,FA,special purpose,10,79,71,75,10,Elite
VINFAST VF 8 Eco,,,Auto-1,4WD,Electricity,CA,special purpose,10,79,71,75,10,Elite
VINFAST VF 8 Eco City Edition,,,Auto-1,4WD,Electricity,FA,special purpose,10,71,67,69,10,Elite
VINFAST VF 8 Eco City Edition,,,Auto-1,4WD,Electricity,CA,special purpose,10,71,67,69,10,Elite
VINFAST VF 8 Plus,,,Auto-1,4WD,Electricity,FA,special purpose,10,48,43,46,10,Elite
VINFAST VF 8 Plus,,,Auto-1,4WD,Electricity,CA,special purpose,10,48,43,46,10,Elite
VINFAST VF 8 Plus City Edition,,,Auto-1,4WD,Electricity,FA,special purpose,10,65,61,63,10,Elite
VINFAST VF 8 Plus City Edition,,,Auto-1,4WD,Electricity,CA,special purpose,10,65,61,63,10,Elite
VOLKSWAGEN ID.4,,,Auto-1,2WD,Electricity,FA,small SUV,10,115,99,107,10,Elite
VOLKSWAGEN ID.4,,,Auto-1,2WD,Electricity,CA,small SUV,10,115,99,107,10,Elite
VOLKSWAGEN ID.4 AWD Pro,,,Auto-1,4WD,Electricity,FA,small SUV,10,104,93,99,10,Elite
VOLKSWAGEN ID.4 AWD Pro,,,Auto-1,4WD,Electricity,CA,small SUV,10,104,93,99,10,Elite
VOLKSWAGEN ID.4 AWD Pro S,,,Auto-1,4WD,Electricity,FA,small SUV,10,104,93,99,10,Elite
VOLKSWAGEN ID.4 AWD Pro S,,,Auto-1,4WD,Electricity,CA,small SUV,10,104,93,99,10,Elite
VOLKSWAGEN ID.4 Pro,,,Auto-1,2WD,Electricity,FA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4 Pro,,,Auto-1,2WD,Electricity,CA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4 Pro S,,,Auto-1,2WD,Electricity,FA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4 Pro S,,,Auto-1,2WD,Electricity,CA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4 S,,,Auto-1,2WD,Electricity,FA,small SUV,10,115,99,107,10,Elite
VOLKSWAGEN ID.4 S,,,Auto-1,2WD,Electricity,CA,small SUV,10,115,99,107,10,Elite
VOLKSWAGEN Jetta,1.5,4.0,Man-6,2WD,Gasoline,FA,small car,7,29,42,34,7,Yes
VOLKSWAGEN Jetta,1.5,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,31,41,35,7,Yes
VOLVO C40 Recharge twin,,,Auto-1,4WD,Electricity,FA,small SUV,10,94,80,87,10,Elite
VOLVO C40 Recharge twin,,,Auto-1,4WD,Electricity,CA,small SUV,10,94,80,87,10,Elite
VOLVO S60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small car,7,30/74,33/73,31/74,10,Yes
VOLVO S60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small car,7,30/74,33/73,31/74,10,Yes
VOLVO S90 T8 AWD Recharge ext. Range,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,midsize car,7,28/66,31/67,29/66,10,Yes
VOLVO S90 T8 AWD Recharge ext. Range,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,midsize car,7,28/66,31/67,29/66,10,Yes
VOLVO V60 T8 AWD Recharge ext. Range,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,station wagon,7,30/74,33/73,31/74,10,Yes
VOLVO V60 T8 AWD Recharge ext. Range,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,station wagon,7,30/74,33/73,31/74,10,Yes
VOLVO XC40 Recharge twin,,,Auto-1,4WD,Electricity,FA,small SUV,10,92,79,85,10,Elite
VOLVO XC40 Recharge twin,,,Auto-1,4WD,Electricity,CA,small SUV,10,92,79,85,10,Elite
VOLVO XC60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small SUV,7,28/66,28/60,28/63,10,Yes
VOLVO XC60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small SUV,7,28/66,28/60,28/63,10,Yes
VOLVO XC90 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,26/59,27/57,27/58,9,Yes
VOLVO XC90 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,26/59,27/57,27/58,9,Yes
AUDI Q4 40 e-tron,,,Auto-1,2WD,Electricity,FA,standard SUV,10,30,36,33,10,Elite
AUDI Q4 40 e-tron,,,Auto-1,2WD,Electricity,CA,standard SUV,10,30,36,33,10,Elite
AUDI Q4 50 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,97,87,93,10,Elite
AUDI Q4 50 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,97,87,93,10,Elite
AUDI Q4 Sportback 50 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,100,89,95,10,Elite
AUDI Q4 Sportback 50 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,100,89,95,10,Elite
AUDI Q5 Plug-In Hybrid quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,CA,small SUV,7,25/55,27/61,26/58,9,Yes
AUDI Q5 Plug-In Hybrid quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,FA,small SUV,7,25/55,27/61,26/58,9,Yes
AUDI Q8 Sportback e-tron quattro,,,Auto-2,4WD,Electricity,FA,standard SUV,10,84,90,87,10,Elite
AUDI Q8 Sportback e-tron quattro,,,Auto-2,4WD,Electricity,CA,standard SUV,10,84,90,87,10,Elite
AUDI Q8 Sportback e-tron ultra quattro,,,Auto-2,4WD,Electricity,FA,standard SUV,10,84,89,86,10,Elite
AUDI Q8 Sportback e-tron ultra quattro,,,Auto-2,4WD,Electricity,CA,standard SUV,10,84,89,86,10,Elite
AUDI Q8 e-tron quattro,,,Auto-2,4WD,Electricity,FA,standard SUV,10,80,83,81,10,Elite
AUDI Q8 e-tron quattro,,,Auto-2,4WD,Electricity,CA,standard SUV,10,80,83,81,10,Elite
AUDI RS e-tron GT,,,Auto-2,4WD,Electricity,FA,midsize car,10,85,85,85,10,Elite
AUDI RS e-tron GT,,,Auto-2,4WD,Electricity,CA,midsize car,10,85,85,85,10,Elite
AUDI SQ8 Sportback e-tron (20 in.wheels),,,Auto-2,4WD,Electricity,FA,standard SUV,10,72,75,73,10,Elite
AUDI SQ8 Sportback e-tron (20 in.wheels),,,Auto-2,4WD,Electricity,CA,standard SUV,10,72,75,73,10,Elite
AUDI SQ8 Sportback e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,FA,standard SUV,10,62,63,63,10,Elite
AUDI SQ8 Sportback e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,CA,standard SUV,10,62,63,63,10,Elite
AUDI SQ8 e-tron (20 in. wheels),,,Auto-2,4WD,Electricity,FA,standard SUV,10,72,75,73,10,Elite
AUDI SQ8 e-tron (20 in. wheels),,,Auto-2,4WD,Electricity,CA,standard SUV,10,72,75,73,10,Elite
AUDI SQ8 e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,FA,standard SUV,10,62,63,63,10,Elite
AUDI SQ8 e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,CA,standard SUV,10,62,63,63,10,Elite
AUDI e-tron GT,,,Auto-2,4WD,Electricity,FA,midsize car,10,85,85,85,10,Elite
AUDI e-tron GT,,,Auto-2,4WD,Electricity,CA,midsize car,10,85,85,85,10,Elite
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,small car,7,24/69,32/78,27/73,8,Yes
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,small car,7,24/69,32/78,27/73,8,Yes
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small car,7,22/64,32/75,26/68,8,Yes
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small car,7,22/64,32/75,26/68,8,Yes
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,large car,7,24/60,27/72,25/65,9,Yes
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,large car,7,24/60,27/72,25/65,9,Yes
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,22/57,23/59,22/58,9,Yes
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,22/57,23/59,22/58,9,Yes
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,94,98,95,10,Elite
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,94,98,95,10,Elite
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,79,80,80,10,Elite
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,79,80,80,10,Elite
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,111,107,110,10,Elite
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,111,107,110,10,Elite
BMW i4 eDrive35 Gran Coupe (18'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,122,119,120,10,Elite
BMW i4 eDrive35 Gran Coupe (18'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,122,119,120,10,Elite
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,small car,10,109,108,109,10,Elite
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,small car,10,109,108,109,10,Elite
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,small car,10,100,99,100,10,Elite
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,small car,10,100,99,100,10,Elite
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,107,111,109,10,Elite
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,107,111,109,10,Elite
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,98,100,99,10,Elite
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,98,100,99,10,Elite
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,90,93,91,10,Elite
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,90,93,91,10,Elite
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,89,90,89,10,Elite
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,89,90,89,10,Elite
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,85,86,85,10,Elite
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,85,86,85,10,Elite
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,104,105,105,10,Elite
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,104,105,105,10,Elite
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,99,98,99,10,Elite
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,99,98,99,10,Elite
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,97,94,96,10,Elite
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,97,94,96,10,Elite
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,74,80,77,10,Elite
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,74,80,77,10,Elite
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,79,85,81,10,Elite
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,79,85,81,10,Elite
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,large car,10,87,95,90,10,Elite
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,large car,10,87,95,90,10,Elite
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,large car,10,83,90,86,10,Elite
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,large car,10,83,90,86,10,Elite
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,large car,10,86,92,88,10,Elite
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,large car,10,86,92,88,10,Elite
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,87,93,90,10,Elite
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,87,93,90,10,Elite
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,82,87,84,10,Elite
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,82,87,84,10,Elite
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,86,91,88,10,Elite
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,86,91,88,10,Elite
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,78,82,80,10,Elite
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,78,82,80,10,Elite
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,78,82,80,10,Elite
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,78,82,80,10,Elite
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,87,85,86,10,Elite
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,87,85,86,10,Elite
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,87,85,86,10,Elite
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,87,85,86,10,Elite
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,87,85,86,10,Elite
